Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Agradable,"Siempre es bueno visitar el Palacio, ya sea para asistir a algún evento o entrar al museo. Me encanta, aunque ya he dio muchas veces, me gusta volver. ",,5,,13 de diciembre de 2023,nov de 2023
Hermoso,"Hermoso por dentro como por fuera. Lo mejor de la visita fueron los murales y la muestra fotográfica. Hay también obras de teatro, ballet, etc.",,5,"Córdoba, Argentina",25 de noviembre de 2023,nov de 2023
Viaje de los sueños ,"Jamás creí que fuera un lugar tan genial el Palacio de Bellas Artes y que sorpresa me llevé. La verdad es que si van, vayan con tiempo. Es un lugar sensacional. Vistas hermosas pero sobre todo, un lugar cuidado. ",,5,,9 de noviembre de 2023,ago de 2023
Murales.,"Espléndido palacio de mármol blanco en el que predominan el estilo neoclásico y el art nouveau. No perderse los murales de su interior de artistas como Rufino Tamayo, Diego de Rivera y José Clemente Orozco. Alberga también una sala de conciertos, el Museo Nacional de Arquitectura y exposiciones temporales. Espectacular el gran vitral de Tiffany. Merece la pena también ver su exterior de noche iluminado.",,4,"Madrid, España",5 de noviembre de 2023,oct de 2023
¡IR!,NADA QUE DECIR. SOLO VAMOS. Todo se ha dicho antes. Basta con mirar tres imágenes cualesquiera en cualquier lugar de Internet. ¡IR!,,5,"Nueva York, Estado de Nueva York",23 de octubre de 2023,feb de 2023
Increíble edificio,"Fuimos al museo durante el día donde había protesta. Todo el edificio y su jardín estaban rodeados por una alta valla de acero para evitar daños causados por los manifestantes.El boleto cuesta MXN$ 60 y solo aceptan efectivo. Guardamos nuestra mochila en el depósito sin cargo.El interior del edificio es de estilo Art Déco. En los 2 niveles superiores se exhibieron exposiciones. También hay murales en todos los edificios.Después de visitar el museo, fuimos a los niveles superiores del edificio Sears para tomar fotografías del museo.",,4,Canadá,4 de octubre de 2023,sept de 2023
No es para todos si te gustan los recintos artísticos muy íntimos ,"El lugar me encantó, sin embargo no le pongo las cinco estrellas porque es un lugar con muchísima gente. Sin duda, de ahí en fuera la verdad es que es un lugar lindo que les recomiendo totalmente. ",,4,,26 de septiembre de 2023,jun de 2023
algo diferente para ver,"Un lugar mágico para visitar, está muy bien hecho y hay mucho que ver. Aprenderás mucho sobre la cultura.",,5,,21 de septiembre de 2023,feb de 2023
Hermoso ,"Hermoso edificio, me gustó mucho su cercanía a un gran parque. Las fachadas presentan diferentes esclturas, ideales para a los amantes de la arquitectura. ",,4,"Las Palmas de Gran Canaria, España",28 de julio de 2023,ago de 2022
Inolvidable,"Si quieres una buena vista de bellas artes pueden ir a la cafetería de Sears y tener la mejor vista a bellas artes, también pueden preguntar por el tours gratuito que dan tipo 12 del día",,5,,15 de julio de 2023,jul de 2023
Una belleza su arquitectura!,El palacio de bellas artes es de los edificios mas bellos qué hay en Ciudad de México; definitivamente un lugar para visitar. Recomiendo tomar al menos 2 horas para poder visitar las exposiciones que se ofrecen al interior.,,5,"San José, Costa Rica",9 de mayo de 2023,sept de 2022
Formidable,Es un espectáculo este edificio y encasilla historia y arte. Los domingos es gratuito su ingreso. Su ubicación es tranquila y segura.,,5,"Cali, Colombia",30 de abril de 2023,abr de 2023
Bonito,"El exterior es muy lindo, el interior no nos pareció gran cosa, sobre todo que no se puede entrar al teatro que en imágenes se ve muy lindo",,4,"Lima, Perú",24 de marzo de 2023,mar de 2023
Opción Turistica,"Opción turistica para recorrer el centro de la ciudad , aprovechando que está a un lado de la alameda.",,5,"Ciudad de México, México",21 de marzo de 2023,mar de 2023
Un lugar imperdible,"Este increíble recinto ofrece diferentes exposiciones todo el año,  es bellísimo por donde lo veas, un lugar imperdible.",,5,,6 de marzo de 2023,feb de 2023
Hermoso,"Lindos cuadros murales, bello edificio y ubicado en zona central, profesores entran gratis ( lleven credencial). Un lugar tranquilo.",,4,"Santiago, Chile",3 de marzo de 2023,mar de 2023
Lugar perfecto para visitar,"Un lugar super bien hecho, la arquitectura, la ambientación y se nota que lo mantienen limpio y con cuidados necesarios.",,5,"Álvaro Obregón, México",20 de febrero de 2023,ago de 2022
Vale la pena por los murales,"El edificio es muy bonito, el museo es bueno, pero lo que se lleva todos los aplausos son los hermosos murales que allí se exhiben.  Vale la pena visitarlo aunque sea solo para ver los murales.",,4,"Buenos Aires, Argentina",13 de febrero de 2023,ene de 2023
Murales Imperdibles. ,"Es un gran lugar para apreciar la obra de Diego Rivera, José Clemente Orozco y Alfaro Siqueiros en un solo lugar.Al momento de la visita se encontraba una exhibición de la obra de Federico Silva, muy buena. ",,5,"Culiacán, México",5 de febrero de 2023,feb de 2023
Apreciar murales. ,"Es un buen lugar para tomar el recorrido y apreciar la obra de los tres grandes muralistas mexicanos: Rivera, Siqueiros y Orozco.Al momento de la visita se encontraba una exhibición de la obra de Federico Silva, muy buena. ",,4,"Culiacán, México",5 de febrero de 2023,feb de 2023
Un buen Edificio,"Recorriendo los primero monumentos de México, llegamos  hasta este hermoso Palacio de bellas artes, su arquitectura es muy bonito, pero lo uqe mas  me gusto,  fue su  cúpula, sobre todo  iluminada por la noche. Para verla desdearriba , sugiero subir a la Torre latinoamericana, las  vistas son impactantes, aparte de ver muchas calles de la ciudad, totalmente iluminada. Este edificio merece la pena  poder verlo, y si puede acudir a unos de sus concierto pues mucho mejor. Visita recomendada.",,5,"Palma de Mallorca, España",23 de enero de 2023,dic de 2022
Buen lugar para fotos,"Es muy grande, un buen lugar para tomar fotos. De hecho vi a muchas ""quinceañeras"" tomándose fotos en toda la alameda.",,4,"Lima, Perú",17 de enero de 2023,jul de 2022
El museo y la alameda son buenos para un plan de una tarde,"Aunque me habría gustado disfrutar algún espectáculo, el museo en sí ya es bastante atractivo. Por igual disfrutar la alameda a un lado del lugar es buena opción.",,5,"Ciudad de México, México",4 de enero de 2023,dic de 2022
Maravilloso,"El símbolo por excelencia de la CDMX, me encanta todo lo que envuelve su historia y su arquitectura, aparte de que es una parada obligada de mostrar de la ciudad, los precios para los conciertos y tour son bastantes asequibles, lo recomiendo mucho",,5,"Ciudad de México, México",23 de diciembre de 2022,dic de 2022
Palacio de Bellas Artes no te lo puedes perder,"Es una experiencia única, vale la pena disfrutar de algún espectáculo sentada en las butacas del teatro. Nos tocó “El Mesías” y lo disfrutamos mucho.  Te contagian cuando cantan!! De las mejores experiencias, no te la pierdas!!",,5,"Atizapán de Zaragoza, México",22 de diciembre de 2022,dic de 2022
Bello lugar,Es de los lugares más emblemáticos e interesantes de la Ciudad de México por el estilo que tiene. Es bonito caminar por la alameda y de pronto toparte con este increíble palacio. La alameda igual es linda aunque hay ratas.,,5,"Ciudad de México, México",21 de diciembre de 2022,dic de 2022
Majestuoso,"En fotos se ve hermoso, pero de cerca es algo difícil de explicar, amé conocer el Palacio de Bellas Artes, además está en una zona donde se puede pasear muy a gusto.",,5,"Ciudad de México, México",19 de diciembre de 2022,may de 2022
Impresionante edificio,"Visitamos este edificio durante el día y por la noche, con iluminación muy acertada. Además en los alrededores hay mucho ambiente.",,5,Leioa,18 de diciembre de 2022,nov de 2022
Increíble edificio con personal poco acogedor.,"La arquitectura es impresionante, pero hay mejores murales en otros lugares de la ciudad. El personal en las taquillas de boletos no ayudó con nadie que admitiera hablar inglés. Simplemente nos despidió diciendo que se agotó en español.",,3,"Tacoma, WA",16 de diciembre de 2022,dic de 2022
Simplemente ¡GUAU!,"Asegúrese de tener suficiente tiempo para el recorrido gratuito dentro del palacio, además de la apreciación exterior e interior.",,5,"Boston, MA",9 de diciembre de 2022,dic de 2022
Debes ver,"Un lugar muy hermoso de la ciudad y un ejemplo de arquitectura antigua, un lugar un poco ruidoso y ruidoso, ¡pero las vistas son muy buenas!",,5,Texas,6 de diciembre de 2022,nov de 2022
Interesante,"Muy bonito, buena colección de arte, la presentación de temporada estuvo muy buena, la arquitectura del lugar, los alrededores del lugar son lindos.",,5,"Cali, Colombia",4 de diciembre de 2022,dic de 2022
Una joya en el centro de la ciudad!,"Una visita obligada para todos los visitantes de la Ciudad de México. Es muy recomendable asistir a un concierto, la sala de conciertos es increíble y el vitral de Tifany es una joya dentro de una joya.",,5,,1 de diciembre de 2022,nov de 2022
¡¡¡Impresionante!!!,¡Uno de los edificios más hermosos que la Ciudad de México tiene para mostrar! ! ¡Ojalá pudiera ver un programa! ! ! ¡La decoración es increíble! ¡Como entrar a otra era! ! ! ¡Muy recomendable! !,,4,,23 de noviembre de 2022,nov de 2022
FASTUOSO,Tome una visita guiada por el lugar y fue de lo mejor ya que pude conocer y entender los murales que alli se encuentran como tambien apreciar todo su valor artistico.,,5,"La Plata, Argentina",17 de noviembre de 2022,nov de 2022
HERMOSO!!!,"Es algo que se tiene que conocer!!! Es un lugar HERMOSO!! tuvimos la oportunidad de ir al show de Danza Folklorica y fue uno de los mejores espectaculos de Danza que he visto, sino es que el mejor. En vdd vale mucho la pena conocer el Palacio por dentro ",,5,"Monterrey, México",3 de octubre de 2022,sept de 2022
Vista Hermosa,Es hermoso ahi puedes pasar un domingo en familia y enfrente esta el barrio chino y probar su comida y no es caro.,,5,,22 de septiembre de 2022,sept de 2022
Hermoso,"Es hermoso e impresionante, tienen actividades gratis. Esta lleno de arte y se aprende muchísimo. Cuentan con expos permanentes y las que que no, son fantásticas, una hermosura ",,5,,8 de septiembre de 2022,ago de 2022
Precioso,Mi día perfecto es comer en el Danubio y luego visitar el bellisimo palacio de Bellas Artes. Es majestuoso.,,5,,27 de agosto de 2022,ago de 2022
Digno de visitar,La obras que presentan son de alta calidad y para el turismo son muy enriquecedora…Muestran la cultura mexicana y emocionan al visitante,,5,"Curridabat, Costa Rica",7 de agosto de 2022,sept de 2021
el mejor edificio de la ciudad,"el en corazon de la ciudad de mexico se encuentra el lugar mas espectacular de todos, cuando que puedo sentarme y contemplar las calles y edificios, amas mas nuestra ciudad",,5,,5 de agosto de 2022,mar de 2022
Palacio de ensueño ,"Una arquitectura de ensueño, increíble ,es un lugar muy concurrido pero imperdible ,si vas a ciudad de México ,recomendado",,5,"Bogotá, Colombia",12 de julio de 2022,mar de 2022
Robo en taquilla ,"Me tocó ver como en taquilla le robaban a extranjeros, debemos de tener cuidado en el momento que se les esta agando a los de taquilla y deberían de poner camaras adentro de taquilla para evitar esto.",,4,,29 de mayo de 2022,may de 2022
Visitarlo es Obligado,"Hermoso Palacio, sus murales son espectaculares, es un deleite caminar por sus pasillos, recomendale visitarlo si estas en DF.",,5,"Lima, Perú",18 de mayo de 2022,may de 2022
Este lugar es increíble!!!,"Fui a ver esquina bajan! una propuesta de danza increíble, seguro lo disfrutas al máximo cuando eres amante de la danza y el teatro!!!",,5,,17 de mayo de 2022,abr de 2022
Muy buena,Dentro del Palacio de Bellas Artes reabrirá el Café del Palacio .... lugar emblematico y magnifico.  El lugar y los guias fueron muy buenos.  El Café del Palacio estubo cerrdo por la pandemia.,,4,,10 de mayo de 2022,abr de 2022
Hermoso muralismo,"Este bello edificio alberga obras de los muralistas más grandes que se han visto.La entrada cuesta 80 mxn por persona. Si tomas fotografías con el celular no tiene que pagar un extra.Le debes invertir al menos una hora para admirar las obras. En los murales más reconocidos hay bancas para que puedas sentarte, ya sea para admirar el arte o descansar un poco.Lleva zapatos cómodos, tendrás que subir y bajar escaleras y, tal vez, quedarte parado un tiempo porque te quedas viendo los detalles.Las instalaciones cuentan con baños en el segundo piso.",,5,"Oaxaca, México",9 de mayo de 2022,abr de 2022
No se lo puede perder,"Ojala pueda complementar la visita con alguno de los espectaculos que se presentan a su interior, les recomineto el del balet folclorico de mexico.",,5,"Cali, Colombia",3 de mayo de 2022,abr de 2022
Unos magníficos murales entorpecidos por el espacio,"En primer lugar, se cerraron varias galerías y hubiera sido agradable ver el resto del edificio, p. gramo. el teatro etcLos magníficos murales eran difíciles de apreciar por completo en este espacio, ya que había muchos pilares u otras características arquitectónicas que bloqueaban la vista.",,3,,3 de mayo de 2022,abr de 2022
Hermosisímo,"Dentro y fuera de sus paredes se vive el arte. Imperdible en la visita por CDMX, una verdadera joya arquitectónica; felicidades por mantenerla en tan buen estado.",,5,"Ciudad de Panamá, Panamá",3 de mayo de 2022,abr de 2022
Hermoso Lugar,Es increible la vibra de estar en palacio de bellas artes tan emblematico. Luego puedes ir a comer al Restaurante de la Torre Latinoamericana,,5,,16 de abril de 2022,ago de 2021
Edificio Imponente,"Este es un atractivo imperdible en ciudad de méxico, la belleza de este edificio es muy notable y resalta a primera vista.",,5,Perú,5 de abril de 2022,mar de 2022
"Belleza de lugar, museo corto.","El lugar es muy bello obviamente pero como museo para visitar es muy corto, no recuerdo pero solo fueron como2 o 3 pisos de pinturas, es lo único que pude ver cuando estuve ahí, vale la pena por admirar la arquitectura y la gran historia del lugar.",,4,"Valladolid, México",27 de marzo de 2022,sept de 2021
BONITO,"Es bonito y muy turístico, cerca esta la estación del metro, es concurrido y recomendable tener precaución a los extranjeros.",,5,,10 de marzo de 2022,ene de 2022
"Muy bonito, pero muy lleno","Es un lugar en el centro de Mexico, como cualquier centro es súper lleno, mucho vendedor ambulante pero el palacio es bonito. Recomendado verlo desde la terraza",,4,"Bogotá, Colombia",17 de febrero de 2022,dic de 2021
Cerrado por pandemia,"Este sitio está abierto, el trato del personal es pésimo, no avisan que solo se puede visitar los murales y cobran la tarifa completa. Tampoco avisan que hay otro museo (de arquitectura) si quieres visitarlo tienes que regresar al primer piso y comprar otra entrada diferente.",,3,"Medellín, Colombia",3 de febrero de 2022,ene de 2022
Es muy lindo,"Realmente es bonito, pero no es realmente lo que espere, espere mas del lugar, sin embargo, la arquitectura del lugar es asombrosa.",,4,"Puntarenas, Costa Rica",31 de enero de 2022,ene de 2022
Un lugar hermoso,"¡Excelente lugar!Me encantó, muy bonito, entrada gratis los domingos y exposiciones hermosas Excelente ubicación cerca a restaurantes bonitos, y las mejores tiendas de ropa",,5,"Bogotá, Colombia",24 de enero de 2022,ene de 2022
Atención pésima,"El personal fue bastante grosero. Estábamos esperando afuera, no nos daban información y cuando logramos entrar no nos dijeron absolutamente nada sobre la existencia de dos tickets cosa que tuvimos que subir y bajar nuevamente a boletería donde la señora que nos atendió nos respondió de manera molesta que por qué no habíamos adquirido el otro ticket. Había muy poco para ver. La señora de la boletería nos arruinó la experiencia mediocre que tuvimos. No lo recomiendo.",,1,"La Paz, Bolivia",24 de enero de 2022,oct de 2021
Excelente vista de este edificio emblemático,"Construido  bajo un estilo Art Deco de notoria influencia francesa que predominaba a inicios del siglo XIX; es un edificio emblemático de la Ciudad de México, exposiciones artísticas, artes escénicas, música e inclusive homenajes luctuosos.En esta ocasión he tenido oportunidad de admirarle desde un mirador ubicado en un inmueble cercano, y la vista ha sido excelente, comparto algunas fotografías.Disfruta de Palacio de Bellas Artes porque: ¡La VIDA...es un VIAJE!",,5,"Ciudad de México, México",21 de enero de 2022,sept de 2021
Que bonito es!!,"Me gustó mucho que estuviera abierto ahora que fuí, nunca había entrado y me gustó, ví la obra de 100 años Pedro Coronel, de hecho ahí andaba su hijo y pude saludarlo, para ver el último piso había que volver a pagar y ya no fuí a eso, me dijeron que en la noche estaría abierto lo que es el teatro y quedé de regresar para conocer eso que me faltó, y si regresé pero había unas filas enormes y ya no me quedé, ya será para la próxima",,4,"Zona Metropolitana de Guadalajara, México",11 de enero de 2022,dic de 2021
"Hermoso lugar, pero mal servicio","El lugar es muy hermoso, pero lamentablemente su personal deja mucho que desear, es muy lento para explicarte las instalaciones y además son muy prepotentes de verdad no saben cuidar y tratar a los turistas sean nacionales o extranjeros",,3,,10 de enero de 2022,ene de 2022
"Palacio de Bellas Artes de CDMX, un lugar mágico.","Para quienes visiten CDMX por primera vez es un lugar que no se pueden perder. Los domingos la entrada es gratis, los murales que allí se encuentran son sencillamente hermosos, adicional al diseño del palacio. Un recinto majestuoso. Soy colombiana y quedé fascinada con este lugar.",,5,"Bogotá, Colombia",9 de enero de 2022,ene de 2022
Magnifico,"Hermoso lugar, de gran orgullo para llevar a todo visitante que viene a CDMX. Bella arquitectura exterior e interior. Rodeado de bellos jardines y muy cercano al Centro Historico. Un tour que nadie se debe de perder...",,5,México,6 de enero de 2022,dic de 2021
RECINTO CULTURAL EN EL CENTRO DE CDMX ,"BELLAS ARTESPrimer Museo de Arte en México, el primero en exhibir objetos artísticos para ser admirados, inaugurado el 29 de noviembre de 1934, al interior encontramos murales de grandes artistas como Rufino Tamayo, José Clemente Orozco, Diego Rivera, Roberto Montenegro, David Alfaro Siqueiros, Jorge González Camarena y Manuel Rodríguez Lozano.Es un verdadero placer poder admirar estas obras de arte, pintadas por tan importantes y reconocidos artistas de talla mundial.El ingreso por persona tuvo un costo de $75 pesos, un costo muy accesible, para caminar por este recinto cultural que se encuentra imponente en el corazón del Centro de la Ciudad de México, una de las casas de opera reconocidas en el mundo entero.El Palacio de Bellas Artes es uno delos recintos más importantes y uno delos sitios más codiciados para dar presentación los artistas.Los invito a escribir su propia historia, hasta la próxima y buen viaje.",,5,"Guadalajara, México",2 de enero de 2022,nov de 2021
Buena pero llevar dinero,"Un buen lugar, infalible de conocer sin embargo, pagamos la entrada y sólo pudimos ver una exposición porque por las otras había que pagar de nuevo.",,3,"Medellín, Colombia",19 de diciembre de 2021,nov de 2021
TODO UN ESPECTÁCULO,"Finalmente, luego de varias ocasiones, tuve la oportunidad de ver en esta hermosa edificación el Ballet Folclórico de México. Es todo un espectáculo, súper recomendable. Sencillamente es de los mejores espectáculos que he visto, Mis inmensas felicitaciones a todo el personal que conforma tan magno evento. ¡Bendiciones! ",,5,"Bogotá, Colombia",17 de diciembre de 2021,nov de 2021
Emblema del moviemiento cultural de Mexico,"La primera vez que fui a Mexico me quedé con las ganas de ver al ballet folklorico. Esta vez fue lo primero que hice al llegar al DF. Es un espectáculo de alegría, colorido, muestra de la riqueza cultural de México, a tráves de sus diferentes danzas y música. Lo recomiendo es inolvidable.",,4,"Lima, Perú",8 de diciembre de 2021,nov de 2021
Murales,Diego Rivera y su mural encargado para el Rockefeller Center de N.Y. preside la magnífica colección de otras piezas de gran belleza,,5,"A Coruña, España",14 de noviembre de 2021,nov de 2021
Realmente es un Palacio y mucho mas,"Cultura, arte, historia y arquitectura se mezclan en este palacio. Siempre hay actividades, exposiciones y eventos. No es barato, pero vale la pena.",,5,"Ciudad de México, México",27 de octubre de 2021,ago de 2021
Solo ver murales,"Solo se pueden ver los murales , pues parte del Palacio bellas artes está restringido por trabajos de mantenimiento, mi interés era ver el museo de arquitectura dentro del bellas artes pero estaba cerrado por instalación de nuevas artes.",,4,,18 de octubre de 2021,oct de 2021
Buena visita,Vale mucho la pena dedicar un rato a visitar el palacio. Las pinturas expuestas son magníficas.No recuerdo cuanto pagamos exactamente pero los estudiantes tienen descuento aunque no sean del país.,,5,"Barcelona, España",29 de septiembre de 2021,sept de 2021
HERMOSO LUGAR,En si el Palacio es tal cual su adjetivo  Un palacio. Muy bello.Y enorme jardín con la vista más hermosa central de la cdmx y la torre latinoamericana espectacular,,5,,26 de septiembre de 2021,sept de 2021
Horrible,"Muy groseros los guardias de seguridad, al entrar no echaron un líquido para desinfectar la ropa y nos cayó en la cara, todos los de seguridad estaban en su celular y aparte no había ningún señalamiento después de taquilla y nos fuimos x una puerta que no era y el de seguridad fue a regañarnos que ahí no era al que le respondimos que dejara su celular y se pusiera a trabajar y que pusieran más señalamiento, no vuelvo a venir",,1,"Puerto Vallarta, México",17 de septiembre de 2021,sept de 2021
Qué bellas artes!,"Lugar bonito, con entrada gratuita los domingos. Solo hay exhibición de murales, pero estaban increíbles. Vale la pena",,5,"São Paulo, SP",29 de agosto de 2021,ago de 2021
Majestuoso,"Una hermosa obra de la arquitectura que resalta los mejores valores culturales mexicanos e internacionales, una pena que su actividad este limitada al momento por la Pandemia del Covid 19.",,5,,14 de agosto de 2021,ago de 2021
Imperdible,"Imperdible visita si estás en ciudad de México, la maravilla de construcción, historia y cultura !! me fascinó !!",,5,"Monterrey, México",9 de agosto de 2021,jun de 2021
Impactantes murales,"Si les gusta el arte de los muralistas, vale la pena visitar este museo. Allá se ubica el mural más famoso de Rivera que inicialmente fue construido en el centro Rockefeller en Nueva York que luego fue destruido y restablecido en este museo (El hombre en en el cruce de caminos). También se encuentran obras de otros muralistas, es muy recomendable visitar. La colección no es muy grade. ",,5,"Moscú, Rusia",23 de julio de 2021,jul de 2021
SI usted tiene una opción .......,"Si puede elegir entre Bellas Artes y el Museo Soumaya (Carso Plaza), POR FAVOR, hágase un favor y vaya al Soumaya.Sí, Bellas Artes está en un hermoso edificio. Sí, es bastante económico entrar (80 MXN). Sí, los murales son de artistas mexicanos famosos. (En su mayoría comunistas, a juzgar por su ""arte"" pero aún famosos). El día que fuimos, el ascensor estaba fuera de servicio y debe haber un montón de escaleras, no es divertido cuando eres viejo y gordo. Este es probablemente el único lugar en el que he estado donde realmente quería que me devolvieran mi dinero.La entrada al Museo Soumaya es GRATIS, ni siquiera una caja de donación. Tiene escaleras, rampas y ascensores en funcionamiento. Podrías pasar un día entero en cada piso, así que llega temprano. Las exhibiciones son magníficas y abundantes.",,2,"Las Vegas, NV",22 de julio de 2021,jul de 2021
Cuidado con un planton de delincuentes en la esquina,"Desde hace meses el gobierno ha permitido un planton de malvivientes bloqueando la esquina y parte de la explanada, el trafico es imposible, llegar muy complicado y la imagen y seguridad son de  peligro, antes de planear una visita, consulte si aun estos delincuentes tiene tomada la calle",,3,"Ciudad de México, México",21 de julio de 2021,jun de 2021
Regular,"La verdad muy regular, el edificio es bonito pero le falta mucho a la exposición, no considero que sea de las mejores atracciones de la ciudad.",,3,"Cali, Colombia",18 de julio de 2021,jul de 2021
"Muy bonito lugar, primero pase observando todos los lugares cercanos a la ciudad de México el guía digital oscar García","Muy bonito lugar, primero pase observando todos los lugares cercanos a la ciudad de México el guía digital oscar García me ayuda con un transporte de turista como podía localizarlo y pues hice un recorrido por los lugares y la ciudad de México es muy bella",,5,,10 de julio de 2021,jul de 2021
Un lugar de arte y encuentros maravillosos,"Lugar icónico en pleno eje central por dentro y por fuera una obra maravillosa de arquitectura y cultura, como punto de encuentro sala de espectáculos el lugar para un café el palacio lo tiene todo monumento al mármol y a las artes ampliamente recomendable",,5,"Cuauhtémoc, México",23 de junio de 2021,jun de 2021
Visita obligada,"Ya sea para ver una bailable o simplemente para ver su exposición de pinturas y murales, el palacio de Bellas Artes es visita obligada",,5,"Ciudad de México, México",13 de junio de 2021,feb de 2021
Un gran museo,"Es un lugar muy interesante y su arquitectura es excepcional, el servicio es muy bueno ya que te atienden con amabilidad y si eres estudiante la entrada es gratuita. Sin duda alguna las exposiciones de arte que podemos encontrar son muy buenas y lo bueno es que cambian cada periodo de tiempo, lo que te permite conocer obras nuevas.",,5,,25 de mayo de 2021,abr de 2021
Excelente,"La arquitectura del palacio ,originaria de la época del porfiriato es magnífica es uno de los recintos de espectaculos más importantes de México ,no cualquier artista puede presentarse aquí ,es ideal para los amantes de espectáculos artísticos.",,4,"Chimalhuacán, México",25 de mayo de 2021,may de 2021
Lugar interesante,"Al visitar este lugar fue muy interesante, el ambiente fue bueno al igual que se encontraba limpio el lugar, fue interesante ver las pinturas que hay dentro del palacio, para aprender más sobre el arte es un buen lugar. También la personas que se encontraban trabajando dentro del lugar fueron muy amables  no efrecian ofertas y si queríamos presenciar una exposición que estaba en ese momento. Todo estuvo muy bien. Lo recomiendo.",,4,"Ciudad de México, México",23 de mayo de 2021,sept de 2020
Excelente Museo,Una visita que no se puede perder si estás en ciudad de México. El personal debería ser un poco más amable.,,5,"Medellín, Colombia",23 de mayo de 2021,may de 2021
Grandes murales,"Vine al museo y no sabía qué esperar, los murales hermosos pintados y bastante grandes, no es un gran museo, así que es mejor una visita corta.",,4,"Ámsterdam, Países Bajos",22 de mayo de 2021,may de 2021
Uno de los edificios más hermosos de la Ciudad de México,"Una obra de arte, eso es el Palacio de Bellas Artes de la Ciudad de México, un lugar que debe visitar y admirar esta gran construcción.",,5,"San José, Costa Rica",21 de mayo de 2021,may de 2021
Simplemente Hermoso,"Es un edificio precioso, de lo más bello que he visto en mi vida, lo admire cada vez que visitaba el centro de cdmx, hasta que nos animamos y con mi familia fuimos a ver un musical folclórico. Fue una experiencia única, un poco desordenado si el tema de los asientos, pero nada que no te deje disfrutar del show. DEBEN visitarlo. ",,5,"Punta Arenas, Chile",15 de mayo de 2021,dic de 2020
Excelente,"Una obra de arte por sí mismo el edificio, con exposiciones sumamente interesantes, simplemente un lugar imprescindible para visitar",,5,"Puebla, México",3 de abril de 2021,abr de 2021
Visita obligada,"Es una obra de arte, tanto por dentro como por fuera. Un orgullo nacional que me encanta presumir cuando tengo visita en la ciudad... no importa si son latinos, asiáticos, gringos o europeos, todos se van sorprendidos de la magnificencia de este lugar...",,5,"Ciudad de México, México",26 de marzo de 2021,feb de 2021
Muy hermoso,Es una edificación muy hermosa que vale la pena conocer. Cuando vayan a Mexico tienen que ir a este lugar. ,,5,,24 de marzo de 2021,mar de 2021
Genial,"Definitivamente edificio emblemático de la ciudad de Méjico, la esencia del art nouveau. A visitar sin dudarlo. ",,5,"Madrid, España",10 de marzo de 2021,mar de 2021
Tomate la fotografía,"Enfrente del palacio, está una cafetería en el último piso del edificio. La vista es espectacular y te puedes tomar muy padres fotos.",,5,"Ciudad de México, México",28 de febrero de 2021,feb de 2021
La Magnificencia del Arte Nouveau,"Un edificio único en su belleza, punto obligado de visita tanto para propios como extraños, no dejes de visitarlo y dejarte llevar por su elecuente armonia y perfección. Tomate el tiempo necesario para contemplarlo con ojos de artista.",,5,"Tijuana, México",21 de febrero de 2021,feb de 2021
Muy buena,Muy recomendable ir a una visita en el palacio de bellas artes una de las mejores atracciones de México,,4,,10 de enero de 2021,feb de 2020
Buena opcion cultural,"Otro gran atractivo de nuestra ciudad que si o si deben visitar si gustan de las artes y/o la arquitectura, uno literalmente no se siente como si estuviera en Mexico en esta zona.",,5,"Ciudad de México, México",21 de noviembre de 2020,mar de 2020
Europa?,"Realmente nos sentimos en Europa... hermoso lugar para pasar una tarde y tomar algunas fotos de recuerdo.El lugar es muy concurrido, por lo qué hay que tener un poco de cuidado con objetos personales. Hay seguridad en la zona y su ubicación permite visitar varias atracciones de Ciudad de México el mismo día.",,5,"Ciudad de México, México",17 de noviembre de 2020,mar de 2020
bellas artes,"Este edificio es tan hermoso, y mirando las diferentes pinturas, una obra de arte muy hermosa que debes ver.",,5,"Orange, CA",12 de noviembre de 2020,nov de 2020
Lindo,"Hermoso palacio, me hubiera gustado que se pudiera entrar, pero al igual es un hermoso lugar para visitar.",,5,"Envigado, Colombia",15 de octubre de 2020,nov de 2019
Un impresionante lugar .,"A pesar de estar cerrado es magnífico admirarlos desde enfrente y cada lado del palacio , sin dejar de mencionar que está muy limpio y cuidado ",,5,"Cancún, México",7 de octubre de 2020,oct de 2020
Vacaciones en Familia,"Muy bonito edificio histórico de la ciudad, se puede apreciar desde afuera, mucha seguridad en los alrededores, transporte muy cerca, hoteles y reataurantes",,5,"Lima, Perú",6 de septiembre de 2020,sept de 2020
Que bonito lugar ,"Es un lugar increíble el cual puedes admirar desde afuera si no tienes tiempo de entrar o poder admirar algún evento cultural, si quieres entrar hay varias exposiciones temporales, los murales que hay dentro son hermoso y no debes dejar la oportunidad de observar a los grandes muralistas del siglo XX.La entrada no es cara, así que puedes visitarlo sin problemas.",,5,"Ciudad de México, México",23 de agosto de 2020,ago de 2020
enriquecedor,"Hermosa edificación aunque por el momento se encuentre cerrada, anteriormente ya la había visitado, esperemos pronto la abran.",,5,"Cancún, México",7 de agosto de 2020,ago de 2020
INCREIBLE!!!,"Este monumento al arte es impactante, no habia visto cosa asi en mucho tiempo, y su interior es mas que elegante con mucha historia",,5,"San José, Costa Rica",27 de julio de 2020,sept de 2019
